VehicleID,InhouseSellerID,BuyerID,ModelID,SaleDate,BuyDate
<br>329522,71,71,102,2014-04-01,2014-01-24
<br>329521,71,71,102,2014-04-01,2014-01-24
<br>329520,71,71,102,2014-04-01,2014-01-24
<br>327652,71,71,102,2014-03-06,2014-01-24
<br>327655,71,71,102,2014-03-06,2014-01-24
<br>327653,71,71,102,2014-03-06,2014-01-24
<br>325868,82,275,102,2014-02-20,2014-01-24
<br>327656,71,71,102,2014-03-06,2014-01-24
<br>327654,71,71,102,2014-03-06,2014-01-24
<br>327657,71,71,102,2014-03-06,2014-01-24
<br>325867,82,275,102,2014-02-20,2014-01-24
<br>330349,628,332,87,2014-04-08,2014-01-24
<br>325873,82,275,87,2014-02-20,2014-01-24
<br>325872,82,275,87,2014-02-20,2014-01-24
<br>325871,82,275,87,2014-02-20,2014-01-24
<br>325870,82,275,87,2014-02-20,2014-01-24
<br>325869,82,275,87,2014-02-20,2014-01-24
<br>330348,628,332,87,2014-04-08,2014-01-24
<br>330531,71,40,87,2014-04-09,2014-01-24
<br>330530,71,40,87,2014-04-09,2014-01-24
<br>330529,71,40,87,2014-04-09,2014-01-24
<br>325876,82,275,87,2014-02-20,2014-01-24
<br>325875,82,275,87,2014-02-20,2014-01-24
<br>325874,82,275,87,2014-02-20,2014-01-24
<br>330528,71,40,87,2014-04-09,2014-01-24
<br>329101,71,37,104,2014-03-25,2014-01-24
<br>329100,71,37,104,2014-03-25,2014-01-24
<br>329099,71,37,104,2014-03-25,2014-01-24
<br>329098,71,37,104,2014-03-25,2014-01-24
<br>323176,82,245,27,2014-01-24,2014-01-24
<br>323177,82,245,27,2014-01-24,2014-01-24
<br>323178,82,245,27,2014-01-24,2014-01-24
<br>323179,82,245,27,2014-01-24,2014-01-24
<br>323180,82,245,27,2014-01-24,2014-01-24
<br>323181,82,245,27,2014-01-24,2014-01-24
<br>323182,82,245,27,2014-01-24,2014-01-24
<br>323183,82,245,27,2014-01-24,2014-01-24
<br>323184,82,245,27,2014-01-24,2014-01-24
<br>323185,82,245,27,2014-01-24,2014-01-24
<br>323186,82,245,27,2014-01-24,2014-01-24
<br>323187,82,245,27,2014-01-24,2014-01-24
<br>323188,82,245,27,2014-01-24,2014-01-24
<br>323189,82,245,27,2014-01-24,2014-01-24
<br>323190,82,245,27,2014-01-24,2014-01-24
<br>323191,82,245,27,2014-01-24,2014-01-24
<br>323192,82,245,27,2014-01-24,2014-01-24
<br>323193,82,245,27,2014-01-24,2014-01-24
<br>323194,82,245,27,2014-01-24,2014-01-24
<br>323195,82,245,27,2014-01-24,2014-01-24
<br>323196,82,245,27,2014-01-24,2014-01-24
<br>323217,82,275,84,2014-01-24,2014-01-24
<br>323218,82,275,84,2014-01-24,2014-01-24
<br>323219,82,275,84,2014-01-24,2014-01-24
<br>323220,82,275,84,2014-01-24,2014-01-24
<br>323221,82,275,114,2014-01-24,2014-01-24
<br>323222,82,275,114,2014-01-24,2014-01-24
<br>323223,82,275,114,2014-01-24,2014-01-24
<br>323224,82,275,114,2014-01-24,2014-01-24
<br>323225,82,275,114,2014-01-24,2014-01-24
<br>323612,71,71,65,2014-01-29,2014-01-29
<br>323613,71,71,65,2014-01-29,2014-01-29
<br>323614,71,71,65,2014-01-29,2014-01-29
<br>323615,71,71,65,2014-01-29,2014-01-29
<br>323616,71,71,65,2014-01-29,2014-01-29
<br>323617,71,71,65,2014-01-29,2014-01-29
<br>323618,71,71,65,2014-01-29,2014-01-29
<br>323619,71,71,65,2014-01-29,2014-01-29
<br>324107,82,40,57,2014-02-04,2014-01-30
<br>323825,71,71,102,2014-01-31,2014-01-31
<br>323826,71,71,102,2014-01-31,2014-01-31
<br>323827,71,71,102,2014-01-31,2014-01-31
<br>323828,71,71,102,2014-01-31,2014-01-31
<br>323829,71,71,102,2014-01-31,2014-01-31
<br>323830,71,71,102,2014-01-31,2014-01-31
<br>323831,71,71,102,2014-01-31,2014-01-31
<br>323832,71,71,102,2014-01-31,2014-01-31
<br>323833,71,71,87,2014-01-31,2014-01-31
<br>323834,71,71,87,2014-01-31,2014-01-31
<br>323835,71,71,87,2014-01-31,2014-01-31
<br>323836,71,71,87,2014-01-31,2014-01-31
<br>323837,71,71,87,2014-01-31,2014-01-31
<br>323838,71,71,87,2014-01-31,2014-01-31
<br>323839,71,71,87,2014-01-31,2014-01-31
<br>323840,71,71,87,2014-01-31,2014-01-31
<br>323873,71,71,100,2014-01-31,2014-01-31
<br>323874,71,71,100,2014-01-31,2014-01-31
<br>323875,71,71,100,2014-01-31,2014-01-31
<br>323876,71,71,100,2014-01-31,2014-01-31
<br>323877,71,71,100,2014-01-31,2014-01-31
<br>323878,71,71,100,2014-01-31,2014-01-31
<br>323879,71,71,100,2014-01-31,2014-01-31
<br>323880,71,71,100,2014-01-31,2014-01-31
<br>323940,71,71,102,2014-01-31,2014-01-31
<br>323941,71,71,102,2014-01-31,2014-01-31
<br>323942,71,71,102,2014-01-31,2014-01-31
<br>323943,71,71,102,2014-01-31,2014-01-31
<br>323944,71,71,102,2014-01-31,2014-01-31
<br>323945,71,71,102,2014-01-31,2014-01-31
<br>323946,71,71,102,2014-01-31,2014-01-31
<br>323947,71,71,102,2014-01-31,2014-01-31
<br>323965,821,102,67,2014-01-31,2014-01-31
<br>323966,821,102,67,2014-01-31,2014-01-31
<br>323967,2,40,161,2014-01-31,2014-01-31
<br>323968,2,40,161,2014-01-31,2014-01-31
<br>323969,2,40,161,2014-01-31,2014-01-31
<br>323970,2,40,161,2014-01-31,2014-01-31
<br>323971,2,40,161,2014-01-31,2014-01-31
<br>323972,2,40,161,2014-01-31,2014-01-31
<br>323973,2,40,161,2014-01-31,2014-01-31
<br>323974,2,40,161,2014-01-31,2014-01-31
<br>323978,821,16,161,2014-01-31,2014-01-31
<br>323979,821,16,161,2014-01-31,2014-01-31
<br>323980,821,16,161,2014-01-31,2014-01-31
<br>323981,821,16,161,2014-01-31,2014-01-31
<br>323982,821,16,161,2014-01-31,2014-01-31
<br>323983,821,16,161,2014-01-31,2014-01-31
<br>323984,821,16,161,2014-01-31,2014-01-31
<br>323985,821,16,161,2014-01-31,2014-01-31
<br>324008,821,297,16,2014-02-03,2014-02-03
<br>324009,821,297,16,2014-02-03,2014-02-03
<br>324010,821,297,16,2014-02-03,2014-02-03
<br>324011,821,297,16,2014-02-03,2014-02-03
<br>324012,821,297,20,2014-02-03,2014-02-03
<br>324013,821,297,20,2014-02-03,2014-02-03
<br>324014,821,297,20,2014-02-03,2014-02-03
<br>324015,821,297,20,2014-02-03,2014-02-03
<br>324016,821,297,20,2014-02-03,2014-02-03
<br>324017,821,297,20,2014-02-03,2014-02-03
<br>324018,821,297,20,2014-02-03,2014-02-03
<br>324019,821,297,20,2014-02-03,2014-02-03
<br>324020,821,297,20,2014-02-03,2014-02-03
<br>329234,821,108,65,2014-03-26,2014-02-03
<br>329235,821,108,65,2014-03-26,2014-02-03
<br>329237,821,108,65,2014-03-26,2014-02-03
<br>324118,82,40,65,2014-02-04,2014-02-04
<br>324119,82,40,65,2014-02-04,2014-02-04
<br>324120,82,40,65,2014-02-04,2014-02-04
<br>324121,82,40,65,2014-02-04,2014-02-04
<br>324122,82,40,65,2014-02-04,2014-02-04
<br>324123,82,40,65,2014-02-04,2014-02-04
<br>324124,82,40,65,2014-02-04,2014-02-04
<br>324125,82,40,65,2014-02-04,2014-02-04
<br>324234,71,37,8,2014-02-05,2014-02-05
<br>324322,82,16,166,2014-02-05,2014-02-05
<br>324323,82,16,166,2014-02-05,2014-02-05
<br>324324,82,16,166,2014-02-05,2014-02-05
<br>324325,82,16,166,2014-02-05,2014-02-05
<br>324326,82,16,166,2014-02-05,2014-02-05
<br>324327,82,16,166,2014-02-05,2014-02-05
<br>324328,82,16,166,2014-02-05,2014-02-05
<br>324329,82,16,84,2014-02-06,2014-02-06
<br>324330,82,16,84,2014-02-06,2014-02-06
<br>324331,82,16,84,2014-02-06,2014-02-06
<br>324332,82,16,84,2014-02-06,2014-02-06
<br>324333,82,16,84,2014-02-06,2014-02-06
<br>324334,82,16,84,2014-02-06,2014-02-06
<br>324335,82,16,84,2014-02-06,2014-02-06
<br>324336,82,16,84,2014-02-06,2014-02-06
<br>324640,82,16,84,2014-02-06,2014-02-06
<br>324715,82,40,17,2014-02-07,2014-02-07
<br>324716,82,40,17,2014-02-07,2014-02-07
<br>324717,82,40,17,2014-02-07,2014-02-07
<br>324718,82,40,17,2014-02-07,2014-02-07
<br>324719,82,40,17,2014-02-07,2014-02-07
<br>324720,82,40,17,2014-02-07,2014-02-07
<br>324721,82,40,17,2014-02-07,2014-02-07
<br>324722,82,40,17,2014-02-07,2014-02-07
<br>324723,82,40,11,2014-02-07,2014-02-07
<br>324724,82,40,11,2014-02-07,2014-02-07
<br>324725,82,40,11,2014-02-07,2014-02-07
<br>324726,82,40,11,2014-02-07,2014-02-07
<br>324727,82,40,11,2014-02-07,2014-02-07
<br>324728,82,40,11,2014-02-07,2014-02-07
<br>324729,82,40,11,2014-02-07,2014-02-07
<br>324730,82,40,10,2014-02-07,2014-02-07
<br>324731,82,40,10,2014-02-07,2014-02-07
<br>324732,82,40,10,2014-02-07,2014-02-07
<br>324733,82,40,10,2014-02-07,2014-02-07
<br>324734,82,40,10,2014-02-07,2014-02-07
<br>324735,82,40,10,2014-02-07,2014-02-07
<br>324736,82,40,10,2014-02-07,2014-02-07
<br>324739,628,145,10,2014-02-07,2014-02-07
<br>324755,82,16,150,2014-02-10,2014-02-10
<br>324756,82,16,150,2014-02-10,2014-02-10
<br>324757,82,16,150,2014-02-10,2014-02-10
<br>324758,82,16,150,2014-02-10,2014-02-10
<br>324759,82,16,150,2014-02-10,2014-02-10
<br>324760,82,16,150,2014-02-10,2014-02-10
<br>324761,82,16,150,2014-02-10,2014-02-10
<br>324762,82,16,150,2014-02-10,2014-02-10
<br>324763,82,16,150,2014-02-10,2014-02-10
<br>324764,82,16,150,2014-02-10,2014-02-10
<br>324765,82,16,150,2014-02-10,2014-02-10
<br>324766,82,16,150,2014-02-10,2014-02-10
<br>324767,82,16,150,2014-02-10,2014-02-10
<br>324768,82,16,150,2014-02-10,2014-02-10
<br>324769,82,16,150,2014-02-10,2014-02-10
<br>324770,82,16,150,2014-02-10,2014-02-10
<br>324771,82,16,150,2014-02-10,2014-02-10
<br>324772,82,16,150,2014-02-10,2014-02-10
<br>324793,71,40,29,2014-02-10,2014-02-10
<br>324794,71,40,29,2014-02-10,2014-02-10
<br>324795,71,40,29,2014-02-10,2014-02-10
<br>324796,71,40,29,2014-02-10,2014-02-10
<br>324797,71,40,29,2014-02-10,2014-02-10
<br>324798,71,40,29,2014-02-10,2014-02-10
<br>324799,71,40,29,2014-02-10,2014-02-10
<br>324800,71,40,29,2014-02-10,2014-02-10
<br>324801,71,40,29,2014-02-10,2014-02-10
<br>324802,71,40,29,2014-02-10,2014-02-10
<br>324803,71,40,29,2014-02-10,2014-02-10
<br>324804,71,40,29,2014-02-10,2014-02-10
<br>324805,71,40,29,2014-02-10,2014-02-10
<br>324806,71,40,29,2014-02-10,2014-02-10
<br>324807,71,40,29,2014-02-10,2014-02-10
<br>324808,71,40,29,2014-02-10,2014-02-10
<br>324809,71,40,29,2014-02-10,2014-02-10
<br>324810,71,40,29,2014-02-10,2014-02-10
<br>324811,71,40,29,2014-02-10,2014-02-10
<br>324812,71,40,29,2014-02-10,2014-02-10
<br>324813,71,40,29,2014-02-10,2014-02-10
<br>324814,71,40,29,2014-02-10,2014-02-10
<br>324815,71,40,29,2014-02-10,2014-02-10
<br>324816,71,40,29,2014-02-10,2014-02-10
<br>324817,71,40,29,2014-02-10,2014-02-10
<br>324818,71,40,29,2014-02-10,2014-02-10
<br>324819,71,40,29,2014-02-10,2014-02-10
<br>324820,71,40,29,2014-02-10,2014-02-10
<br>324821,71,40,29,2014-02-10,2014-02-10
<br>324822,71,40,29,2014-02-10,2014-02-10
<br>324823,71,40,29,2014-02-10,2014-02-10
<br>324824,71,40,29,2014-02-10,2014-02-10
<br>324825,71,40,29,2014-02-10,2014-02-10
<br>324826,71,40,29,2014-02-10,2014-02-10
<br>324827,71,40,29,2014-02-10,2014-02-10
<br>324828,71,40,29,2014-02-10,2014-02-10
<br>324829,71,40,29,2014-02-10,2014-02-10
<br>324830,71,40,29,2014-02-10,2014-02-10
<br>324831,71,40,29,2014-02-10,2014-02-10
<br>324832,71,40,29,2014-02-10,2014-02-10
<br>324833,71,40,29,2014-02-10,2014-02-10
<br>324834,71,40,29,2014-02-10,2014-02-10
<br>324835,71,40,29,2014-02-10,2014-02-10
<br>324836,71,40,29,2014-02-10,2014-02-10
<br>324837,71,40,29,2014-02-10,2014-02-10
<br>324838,71,40,29,2014-02-10,2014-02-10
<br>324839,71,40,29,2014-02-10,2014-02-10
<br>324840,71,40,29,2014-02-10,2014-02-10
<br>324841,71,40,29,2014-02-10,2014-02-10
<br>324842,71,40,29,2014-02-10,2014-02-10
<br>336180,71,136,25,2014-07-02,2014-03-05
<br>336181,71,136,25,2014-07-02,2014-03-05
<br>336182,71,136,25,2014-07-02,2014-03-05
<br>335321,71,71,25,2014-06-20,2014-03-05
<br>335322,71,71,25,2014-06-20,2014-03-05
<br>335323,71,71,25,2014-06-20,2014-04-07
<br>335324,71,71,25,2014-06-20,2014-04-07
<br>329585,71,71,26,2014-04-03,2014-02-10
<br>329584,71,71,26,2014-04-03,2014-02-10
<br>329583,71,71,26,2014-04-03,2014-02-10
<br>329582,71,71,26,2014-04-03,2014-02-10
<br>329581,71,71,26,2014-04-03,2014-02-10
<br>329580,71,71,26,2014-04-03,2014-02-10
<br>329579,71,71,26,2014-04-03,2014-02-10
<br>325498,82,40,65,2014-02-17,2014-02-11
<br>325499,82,40,65,2014-02-17,2014-02-11
<br>325500,82,40,65,2014-02-17,2014-02-11
<br>325501,82,40,65,2014-02-17,2014-02-11
<br>325502,82,40,65,2014-02-17,2014-02-11
<br>325503,82,40,65,2014-02-17,2014-02-11
<br>325504,82,40,65,2014-02-17,2014-02-11
<br>325505,82,40,65,2014-02-17,2014-02-11
<br>325273,82,16,161,2014-02-14,2014-02-11
<br>325274,82,16,161,2014-02-14,2014-02-11
<br>325275,82,16,161,2014-02-14,2014-02-11
<br>325276,82,16,161,2014-02-14,2014-02-11
<br>325277,82,16,161,2014-02-14,2014-02-11
<br>325278,82,16,161,2014-02-14,2014-02-11
<br>325279,82,16,161,2014-02-14,2014-02-11
<br>325280,82,16,181,2014-02-14,2014-02-11
<br>325281,82,16,181,2014-02-14,2014-02-11
<br>325282,82,16,181,2014-02-14,2014-02-11
<br>325283,82,16,181,2014-02-14,2014-02-11
<br>325284,82,16,181,2014-02-14,2014-02-11
<br>325285,82,16,181,2014-02-14,2014-02-11
<br>325286,82,16,181,2014-02-14,2014-02-11
<br>325287,82,16,181,2014-02-14,2014-02-11
<br>325288,82,16,181,2014-02-14,2014-02-11
<br>325289,82,16,181,2014-02-14,2014-02-11
<br>332561,71,71,16,2014-05-21,2014-02-13
<br>332562,71,71,16,2014-05-21,2014-02-13
<br>332560,71,71,16,2014-05-21,2014-02-13
<br>332559,71,71,16,2014-05-21,2014-02-13
<br>332558,71,71,16,2014-05-21,2014-02-13
<br>325296,821,278,1,2014-02-14,2014-02-14
<br>325297,821,278,1,2014-02-14,2014-02-14
<br>325298,821,278,1,2014-02-14,2014-02-14
<br>325299,821,278,1,2014-02-14,2014-02-14
<br>325300,821,278,1,2014-02-14,2014-02-14
<br>325301,821,278,1,2014-02-14,2014-02-14
<br>325302,821,278,1,2014-02-14,2014-02-14
<br>325333,821,108,161,2014-02-14,2014-02-14
<br>325334,821,108,161,2014-02-14,2014-02-14
<br>325335,821,108,161,2014-02-14,2014-02-14
<br>325336,821,108,161,2014-02-14,2014-02-14
<br>325337,821,108,161,2014-02-14,2014-02-14
<br>325338,821,108,161,2014-02-14,2014-02-14
<br>325339,821,108,161,2014-02-14,2014-02-14
<br>325340,821,108,161,2014-02-14,2014-02-14
<br>325341,821,108,161,2014-02-14,2014-02-14
<br>325342,821,108,161,2014-02-14,2014-02-14
<br>325343,821,108,161,2014-02-14,2014-02-14
<br>325344,821,108,161,2014-02-14,2014-02-14
<br>325345,821,108,161,2014-02-14,2014-02-14
<br>325346,821,108,161,2014-02-14,2014-02-14
<br>325347,821,108,161,2014-02-14,2014-02-14
<br>325348,821,108,161,2014-02-14,2014-02-14
<br>325381,821,278,8,2014-02-14,2014-02-14
<br>325382,821,278,8,2014-02-14,2014-02-14
<br>325383,821,278,8,2014-02-14,2014-02-14
<br>325384,821,278,8,2014-02-14,2014-02-14
<br>325412,82,245,98,2014-02-14,2014-02-14
<br>325413,82,245,98,2014-02-14,2014-02-14
<br>325414,82,245,98,2014-02-14,2014-02-14
<br>325415,82,245,98,2014-02-14,2014-02-14
<br>325416,82,245,98,2014-02-14,2014-02-14
<br>325417,82,245,98,2014-02-14,2014-02-14
<br>325418,82,245,98,2014-02-14,2014-02-14
<br>325419,82,245,98,2014-02-14,2014-02-14
<br>325420,82,245,98,2014-02-14,2014-02-14
<br>325421,82,245,98,2014-02-14,2014-02-14
<br>325422,82,245,98,2014-02-14,2014-02-14
<br>325423,82,245,98,2014-02-14,2014-02-14
<br>325424,82,245,98,2014-02-14,2014-02-14
<br>325425,82,245,98,2014-02-14,2014-02-14
<br>325426,82,245,98,2014-02-14,2014-02-14
<br>325427,82,245,98,2014-02-14,2014-02-14
<br>325428,82,245,98,2014-02-14,2014-02-14
<br>325429,82,245,98,2014-02-14,2014-02-14
<br>325430,82,245,98,2014-02-14,2014-02-14
<br>325431,82,245,98,2014-02-14,2014-02-14
<br>325432,82,245,98,2014-02-14,2014-02-14
<br>325433,82,245,98,2014-02-14,2014-02-14
<br>325434,82,245,98,2014-02-14,2014-02-14
<br>325435,82,245,98,2014-02-14,2014-02-14
<br>327972,71,136,65,2014-03-12,2014-02-17
<br>327970,71,136,65,2014-03-12,2014-02-17
<br>327971,71,136,65,2014-03-12,2014-02-17
<br>327973,71,136,65,2014-03-12,2014-02-17
<br>327976,71,136,65,2014-03-12,2014-02-17
<br>327974,71,136,65,2014-03-12,2014-02-17
<br>327975,71,136,65,2014-03-12,2014-02-17
<br>326214,71,71,65,2014-02-24,2014-02-17
<br>326215,71,71,65,2014-02-24,2014-02-17
<br>326216,71,71,65,2014-02-24,2014-02-17
<br>326217,71,71,65,2014-02-24,2014-02-17
<br>326218,71,71,65,2014-02-24,2014-02-17
<br>325518,71,71,65,2014-02-24,2014-02-17
<br>325519,71,71,65,2014-02-24,2014-02-17
<br>327977,71,136,65,2014-03-12,2014-02-17
<br>325521,71,71,65,2014-02-24,2014-02-17
<br>325536,628,320,95,2014-02-17,2014-02-17
<br>325537,628,320,95,2014-02-17,2014-02-17
<br>325538,628,320,95,2014-02-17,2014-02-17
<br>330351,628,332,84,2014-04-08,2014-02-17
<br>332460,628,332,84,2014-05-19,2014-02-17
<br>325572,2,40,98,2014-02-17,2014-02-17
<br>325573,2,40,98,2014-02-17,2014-02-17
<br>325574,2,40,98,2014-02-17,2014-02-17
<br>325575,2,40,98,2014-02-17,2014-02-17
<br>325576,2,40,98,2014-02-17,2014-02-17
<br>325577,2,40,98,2014-02-17,2014-02-17
<br>325578,2,40,98,2014-02-17,2014-02-17
<br>325579,2,40,98,2014-02-17,2014-02-17
<br>325580,2,40,98,2014-02-17,2014-02-17
<br>325581,2,40,98,2014-02-17,2014-02-17
<br>325582,2,40,98,2014-02-17,2014-02-17
<br>325583,2,40,98,2014-02-17,2014-02-17
<br>325584,2,40,98,2014-02-17,2014-02-17
<br>325585,2,40,98,2014-02-17,2014-02-17
<br>325586,2,40,98,2014-02-17,2014-02-17
<br>325587,2,40,98,2014-02-17,2014-02-17
<br>325588,2,40,98,2014-02-17,2014-02-17
<br>325589,2,40,98,2014-02-17,2014-02-17
<br>325590,2,40,98,2014-02-17,2014-02-17
<br>325591,2,40,98,2014-02-17,2014-02-17
<br>325592,2,40,98,2014-02-17,2014-02-17
<br>325593,2,40,98,2014-02-17,2014-02-17
<br>325594,2,40,98,2014-02-17,2014-02-17
<br>325595,2,40,98,2014-02-17,2014-02-17
<br>325596,2,40,98,2014-02-17,2014-02-17
<br>325597,2,40,98,2014-02-17,2014-02-17
<br>325598,2,40,98,2014-02-17,2014-02-17
<br>325599,2,40,98,2014-02-17,2014-02-17
<br>325600,2,40,98,2014-02-17,2014-02-17
<br>325601,2,40,98,2014-02-17,2014-02-17
<br>325602,2,40,98,2014-02-17,2014-02-17
<br>325603,2,40,98,2014-02-17,2014-02-17
<br>325604,2,40,98,2014-02-17,2014-02-17
<br>325605,2,40,98,2014-02-17,2014-02-17
<br>325606,2,40,98,2014-02-17,2014-02-17
<br>325607,2,40,98,2014-02-17,2014-02-17
<br>325608,2,40,98,2014-02-17,2014-02-17
<br>325609,2,40,98,2014-02-17,2014-02-17
<br>325610,2,40,98,2014-02-17,2014-02-17
<br>325611,2,40,98,2014-02-17,2014-02-17
<br>325612,2,40,98,2014-02-17,2014-02-17
<br>325613,2,40,98,2014-02-17,2014-02-17
<br>325614,2,40,98,2014-02-17,2014-02-17
<br>325615,2,40,98,2014-02-17,2014-02-17
<br>325616,2,40,98,2014-02-17,2014-02-17
<br>325617,2,40,98,2014-02-17,2014-02-17
<br>325618,2,40,98,2014-02-17,2014-02-17
<br>325619,2,40,98,2014-02-17,2014-02-17
<br>325620,2,40,98,2014-02-17,2014-02-17
<br>325621,2,40,98,2014-02-17,2014-02-17
<br>325622,2,40,98,2014-02-17,2014-02-17
<br>325623,2,40,98,2014-02-17,2014-02-17
<br>325624,2,40,98,2014-02-17,2014-02-17
<br>325625,2,40,98,2014-02-17,2014-02-17
<br>325626,2,40,98,2014-02-17,2014-02-17
<br>325627,2,40,98,2014-02-17,2014-02-17
<br>325628,2,40,98,2014-02-17,2014-02-17
<br>325629,2,40,98,2014-02-17,2014-02-17
<br>325630,2,40,98,2014-02-17,2014-02-17
<br>325631,2,40,98,2014-02-17,2014-02-17
<br>325632,2,40,100,2014-02-17,2014-02-17
<br>325633,2,40,100,2014-02-17,2014-02-17
<br>325634,2,40,100,2014-02-17,2014-02-17
<br>325635,2,40,100,2014-02-17,2014-02-17
<br>325636,2,40,100,2014-02-17,2014-02-17
<br>325637,2,40,100,2014-02-17,2014-02-17
<br>325638,2,40,100,2014-02-17,2014-02-17
<br>325639,2,40,100,2014-02-17,2014-02-17
<br>325640,2,40,100,2014-02-17,2014-02-17
<br>325641,2,40,100,2014-02-17,2014-02-17
<br>325642,2,40,100,2014-02-17,2014-02-17
<br>325643,2,40,100,2014-02-17,2014-02-17
<br>325644,2,40,100,2014-02-17,2014-02-17
<br>325645,2,40,100,2014-02-17,2014-02-17
<br>325646,2,40,100,2014-02-17,2014-02-17
<br>325647,2,40,100,2014-02-17,2014-02-17
<br>325648,2,40,100,2014-02-17,2014-02-17
<br>325649,2,40,100,2014-02-17,2014-02-17
<br>325650,2,40,100,2014-02-17,2014-02-17
<br>325651,2,40,100,2014-02-17,2014-02-17
<br>325652,2,40,100,2014-02-17,2014-02-17
<br>325653,2,40,100,2014-02-17,2014-02-17
<br>325654,2,40,100,2014-02-17,2014-02-17
<br>325655,2,40,100,2014-02-17,2014-02-17
<br>325656,2,40,100,2014-02-17,2014-02-17
<br>325657,2,40,99,2014-02-17,2014-02-17
<br>325658,2,40,99,2014-02-17,2014-02-17
<br>325659,2,40,99,2014-02-17,2014-02-17
<br>325660,2,40,99,2014-02-17,2014-02-17
<br>325661,2,40,99,2014-02-17,2014-02-17
<br>325662,2,40,99,2014-02-17,2014-02-17
<br>325663,2,40,99,2014-02-17,2014-02-17
<br>325664,2,40,99,2014-02-17,2014-02-17
<br>325665,2,40,99,2014-02-17,2014-02-17
<br>325666,2,40,99,2014-02-17,2014-02-17
<br>325667,2,40,99,2014-02-17,2014-02-17
<br>325668,2,40,99,2014-02-17,2014-02-17
<br>325669,2,40,99,2014-02-17,2014-02-17
<br>325670,2,40,99,2014-02-17,2014-02-17
<br>325671,2,40,99,2014-02-17,2014-02-17
<br>325733,82,40,7,2014-02-19,2014-02-19
<br>325734,82,40,7,2014-02-19,2014-02-19
<br>325735,82,40,7,2014-02-19,2014-02-19
<br>325736,82,40,7,2014-02-19,2014-02-19
<br>325737,82,40,7,2014-02-19,2014-02-19
<br>325738,82,40,7,2014-02-19,2014-02-19
<br>325739,82,40,7,2014-02-19,2014-02-19
<br>325740,82,40,7,2014-02-19,2014-02-19
<br>325741,82,40,7,2014-02-19,2014-02-19
<br>325742,82,40,7,2014-02-19,2014-02-19
<br>325743,82,40,7,2014-02-19,2014-02-19
<br>325744,82,40,7,2014-02-19,2014-02-19
<br>325745,82,40,7,2014-02-19,2014-02-19
<br>325746,82,40,7,2014-02-19,2014-02-19
<br>325747,82,40,7,2014-02-19,2014-02-19
<br>325748,82,40,7,2014-02-19,2014-02-19
<br>325749,82,40,7,2014-02-19,2014-02-19
<br>325750,82,40,7,2014-02-19,2014-02-19
<br>325751,82,40,7,2014-02-19,2014-02-19
<br>325752,82,40,7,2014-02-19,2014-02-19
<br>325753,82,40,7,2014-02-19,2014-02-19
<br>325754,82,40,7,2014-02-19,2014-02-19
<br>325755,82,40,7,2014-02-19,2014-02-19
<br>325756,82,40,7,2014-02-19,2014-02-19
<br>325757,82,40,8,2014-02-19,2014-02-19
<br>325758,82,40,8,2014-02-19,2014-01-07
<br>325759,82,40,8,2014-02-19,2014-02-19
<br>325760,82,40,8,2014-02-19,2014-02-19
<br>325761,82,40,8,2014-02-19,2014-02-19
<br>325762,82,40,8,2014-02-19,2014-02-19
<br>325763,82,40,8,2014-02-19,2014-02-19
<br>325764,82,40,8,2014-02-19,2014-02-19
<br>325765,82,40,8,2014-02-19,2014-02-19
<br>325766,82,40,8,2014-02-19,2014-02-19
<br>325767,82,40,8,2014-02-19,2014-02-19
<br>325768,82,40,8,2014-02-19,2014-02-19
<br>325769,82,40,8,2014-02-19,2014-02-19
<br>325770,82,40,8,2014-02-19,2014-02-19
<br>325771,82,40,8,2014-02-19,2014-02-19
<br>325772,82,40,8,2014-02-19,2014-02-19
<br>325773,82,40,8,2014-02-19,2014-02-19
<br>325774,82,40,8,2014-02-19,2014-02-19
<br>325775,82,40,8,2014-02-19,2014-02-19
<br>325776,82,40,8,2014-02-19,2014-02-19
<br>325777,82,40,8,2014-02-19,2014-02-19
<br>325778,82,40,8,2014-02-19,2014-02-19
<br>325779,82,40,8,2014-02-19,2014-02-19
<br>325780,82,40,8,2014-02-19,2014-02-19
<br>326434,82,16,177,2014-02-25,2014-02-21
<br>326435,82,16,177,2014-02-25,2014-02-21
<br>326436,82,16,177,2014-02-25,2014-02-21
<br>326437,82,16,177,2014-02-25,2014-02-21
<br>326438,82,16,177,2014-02-25,2014-02-21
<br>326439,82,16,177,2014-02-25,2014-02-21
<br>326440,82,16,177,2014-02-25,2014-02-21
<br>326441,82,16,177,2014-02-25,2014-02-21
<br>326442,82,16,177,2014-02-25,2014-02-21
<br>326798,82,16,177,2014-02-25,2014-02-21
<br>326799,82,16,177,2014-02-25,2014-02-21
<br>326423,82,16,30,2014-02-25,2014-02-21
<br>326424,82,16,30,2014-02-25,2014-02-21
<br>326425,82,16,30,2014-02-25,2014-02-21
<br>326426,82,16,30,2014-02-25,2014-02-21
<br>326427,82,16,30,2014-02-25,2014-02-21
<br>326428,82,16,30,2014-02-25,2014-02-21
<br>326429,82,16,30,2014-02-25,2014-02-21
<br>326430,82,16,30,2014-02-25,2014-02-21
<br>326431,82,16,30,2014-02-25,2014-02-21
<br>326432,82,16,30,2014-02-25,2014-02-21
<br>326433,82,16,30,2014-02-25,2014-02-21
<br>326800,82,16,30,2014-02-25,2014-02-21
